1788025945 llm-proxy-exp6   Deployment/llm-proxy   cpu: <unknown>/60%   1     6     1     118s
1788026014 llm-proxy-exp6   Deployment/llm-proxy   cpu: 97%/60%   1     6     2     3m6s
1788026083 llm-proxy-exp6   Deployment/llm-proxy   cpu: 102%/60%   1     6     2     4m16s
1788026152 llm-proxy-exp6   Deployment/llm-proxy   cpu: 105%/60%   1     6     4     5m24s
1788026221 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     4     6m32s
1788026289 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     4     7m41s
1788026357 llm-proxy-exp6   Deployment/llm-proxy   cpu: 49%/60%   1     6     4     8m50s
1788026426 llm-proxy-exp6   Deployment/llm-proxy   cpu: 96%/60%   1     6     5     9m59s
1788026495 llm-proxy-exp6   Deployment/llm-proxy   cpu: 83%/60%   1     6     6     11m
1788026564 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     12m
1788026633 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     13m
1788026702 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     14m
1788026771 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     15m
1788026840 llm-proxy-exp6   Deployment/llm-proxy   cpu: 69%/60%   1     6     6     16m
1788026909 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     18m
1788026978 llm-proxy-exp6   Deployment/llm-proxy   cpu: 69%/60%   1     6     6     19m
1788027049 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     20m
1788027119 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     21m
1788027189 llm-proxy-exp6   Deployment/llm-proxy   cpu: 70%/60%   1     6     6     22m
1788027257 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     23m
1788027325 llm-proxy-exp6   Deployment/llm-proxy   cpu: 68%/60%   1     6     6     24m
1788027393 llm-proxy-exp6   Deployment/llm-proxy   cpu: 59%/60%   1     6     6     26m
1788027462 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     6     27m
1788027531 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     6     28m
1788027600 llm-proxy-exp6   Deployment/llm-proxy   cpu: 50%/60%   1     6     6     29m
1788027669 llm-proxy-exp6   Deployment/llm-proxy   cpu: 52%/60%   1     6     6     30m
1788027738 llm-proxy-exp6   Deployment/llm-proxy   cpu: 53%/60%   1     6     6     31m
1788027808 llm-proxy-exp6   Deployment/llm-proxy   cpu: 42%/60%   1     6     6     33m
1788027877 llm-proxy-exp6   Deployment/llm-proxy   cpu: 2%/60%   1     6     6     34m
1788027946 llm-proxy-exp6   Deployment/llm-proxy   cpu: 2%/60%   1     6     6     35m
1788028016 llm-proxy-exp6   Deployment/llm-proxy   cpu: 0%/60%   1     6     6     36m
